"Registered Political Party - English","Registered Political Party - French","Abbreviation - English","Abbreviation - French","Registration Date","President","Leader","Address","Phone","Fax","Email","Web Address","Association Electoral District",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","003 - Aurora—Oak Ridges—Richmond Hill",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","004 - Barrie—Innisfil",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","005 - Barrie—Springwater—Oro-Medonte",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","006 - Bay of Quinte",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","007 - Beaches—East York",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","008 - Brampton Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","009 - Brampton East",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","010 - Brampton North",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","011 - Brampton South",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","012 - Brampton West",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","013 - Brantford—Brant",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","014 - Bruce—Grey—Owen Sound",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","015 - Burlington",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","016 - Cambridge",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","017 - Carleton",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","018 - Chatham-Kent—Leamington",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","019 - Davenport",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","020 - Don Valley East",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","021 - Don Valley North",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","022 - Don Valley West",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","023 - Dufferin—Caledon",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","024 - Durham",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","025 - Eglinton—Lawrence",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","026 - Elgin—Middlesex—London",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","027 - Essex",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","028 - Etobicoke Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","029 - Etobicoke—Lakeshore",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","030 - Etobicoke North",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","031 - Flamborough—Glanbrook",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","032 - Glengarry—Prescott—Russell",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","033 - Guelph",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","034 - Haldimand—Norfolk",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","035 - Haliburton—Kawartha Lakes—Brock",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","036 - Hamilton Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","037 - Hamilton East—Stoney Creek",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","038 - Hamilton Mountain",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","039 - Hamilton West—Ancaster—Dundas",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","040 - Hastings—Lennox and Addington",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","041 - Humber River—Black Creek",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","042 - Huron—Bruce",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","043 - Kanata—Carleton",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","044 - Kenora—Rainy River",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","045 - King—Vaughan",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","046 - Kingston and the Islands",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","047 - Kitchener Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","048 - Kitchener—Conestoga",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","049 - Kitchener South—Hespeler",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","050 - Lambton—Kent—Middlesex",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","051 - Lanark—Frontenac—Kingston",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","052 - Leeds—Grenville—Thousand Islands and Rideau Lakes",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","053 - London—Fanshawe",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","054 - London North Centre",
"Ontario Liberal Party","Parti libéral de l'Ontario","Ontario Liberal Party","Parti libéral de l'Ontario","February 13, 1975","Kathryn McGarry","John Fraser","404-344 BLOOR ST W TORONTO ON M5S 3A7","(416) 961-3800","(416) 323-9425","info@ontarioliberal.ca","http://www.ontarioliberal.ca","055 - London West",
